2025-09-06 17:33:50,697 - INFO - ✅ Arduino ready and optimized
2025-09-06 17:33:50,708 - INFO - 🚀 Optimized Robot Controller Initialized
2025-09-06 17:33:50,708 - INFO - 📐 Differential Drive Specifications:
2025-09-06 17:33:50,708 - INFO -    Wheel diameter: 5.0 cm
2025-09-06 17:33:50,709 - INFO -    Wheel base: 15.0 cm
2025-09-06 17:33:50,709 - INFO -    Left motor: 4993 ticks/rev
2025-09-06 17:33:50,709 - INFO -    Right motor: 4966 ticks/rev
2025-09-06 17:33:50,709 - INFO -    Left resolution: 0.031 mm/tick
2025-09-06 17:33:50,709 - INFO -    Right resolution: 0.032 mm/tick
2025-09-06 17:33:50,709 - INFO -    360° turn needs: L=14979 ticks, R=14898 ticks
2025-09-06 17:33:50,710 - INFO - 🔄 High-performance threads started
2025-09-06 17:33:54,028 - INFO - 🔄 Movement: L=11 ticks (0.3mm), R=8 ticks (0.3mm), Center=0.3mm, Turn=-0.0°
2025-09-06 17:34:28,026 - INFO - 🔄 Movement: L=20 ticks (0.6mm), R=19 ticks (0.6mm), Center=0.6mm, Turn=-0.0°
2025-09-06 17:34:28,042 - INFO - 🔄 Movement: L=51 ticks (1.6mm), R=48 ticks (1.5mm), Center=1.6mm, Turn=-0.0°
2025-09-06 17:34:28,047 - INFO - 🔄 Movement: L=21 ticks (0.7mm), R=19 ticks (0.6mm), Center=0.6mm, Turn=-0.0°
2025-09-06 17:34:28,063 - INFO - 🔄 Movement: L=49 ticks (1.5mm), R=47 ticks (1.5mm), Center=1.5mm, Turn=-0.0°
2025-09-06 17:34:28,064 - INFO - 🔄 Movement: L=20 ticks (0.6mm), R=18 ticks (0.6mm), Center=0.6mm, Turn=-0.0°
2025-09-06 17:34:28,081 - INFO - 🔄 Movement: L=51 ticks (1.6mm), R=48 ticks (1.5mm), Center=1.6mm, Turn=-0.0°
2025-09-06 17:34:28,086 - INFO - 🔄 Movement: L=22 ticks (0.7mm), R=22 ticks (0.7mm), Center=0.7mm, Turn=0.0°
2025-09-06 17:34:28,102 - INFO - 🔄 Movement: L=51 ticks (1.6mm), R=47 ticks (1.5mm), Center=1.5mm, Turn=-0.0°
2025-09-06 17:34:28,108 - INFO - 🔄 Movement: L=19 ticks (0.6mm), R=18 ticks (0.6mm), Center=0.6mm, Turn=-0.0°
2025-09-06 17:34:28,124 - INFO - 🔄 Movement: L=56 ticks (1.8mm), R=52 ticks (1.6mm), Center=1.7mm, Turn=-0.0°
2025-09-06 17:34:28,124 - INFO - 🔄 Movement: L=17 ticks (0.5mm), R=17 ticks (0.5mm), Center=0.5mm, Turn=0.0°
2025-09-06 17:34:28,145 - INFO - 🔄 Movement: L=67 ticks (2.1mm), R=63 ticks (2.0mm), Center=2.1mm, Turn=-0.0°
2025-09-06 17:34:28,166 - INFO - 🔄 Movement: L=71 ticks (2.2mm), R=66 ticks (2.1mm), Center=2.2mm, Turn=-0.1°
2025-09-06 17:34:28,189 - INFO - 🔄 Movement: L=70 ticks (2.2mm), R=67 ticks (2.1mm), Center=2.2mm, Turn=-0.0°
2025-09-06 17:34:28,212 - INFO - 🔄 Movement: L=73 ticks (2.3mm), R=69 ticks (2.2mm), Center=2.2mm, Turn=-0.0°
2025-09-06 17:34:28,212 - INFO - 🔄 Movement: L=22 ticks (0.7mm), R=21 ticks (0.7mm), Center=0.7mm, Turn=-0.0°
2025-09-06 17:34:28,229 - INFO - 🔄 Movement: L=53 ticks (1.7mm), R=50 ticks (1.6mm), Center=1.6mm, Turn=-0.0°
2025-09-06 17:34:28,240 - INFO - 🔄 Movement: L=19 ticks (0.6mm), R=18 ticks (0.6mm), Center=0.6mm, Turn=-0.0°
2025-09-06 17:34:28,245 - INFO - 🔄 Movement: L=52 ticks (1.6mm), R=49 ticks (1.5mm), Center=1.6mm, Turn=-0.0°
2025-09-06 17:34:28,256 - INFO - 🔄 Movement: L=22 ticks (0.7mm), R=21 ticks (0.7mm), Center=0.7mm, Turn=-0.0°
2025-09-06 17:34:28,275 - INFO - 🔄 Movement: L=53 ticks (1.7mm), R=50 ticks (1.6mm), Center=1.6mm, Turn=-0.0°
2025-09-06 17:34:28,275 - INFO - 🔄 Movement: L=26 ticks (0.8mm), R=25 ticks (0.8mm), Center=0.8mm, Turn=-0.0°
2025-09-06 17:34:28,285 - INFO - 🔄 Movement: L=44 ticks (1.4mm), R=41 ticks (1.3mm), Center=1.3mm, Turn=-0.0°
2025-09-06 17:34:28,296 - INFO - 🔄 Movement: L=32 ticks (1.0mm), R=31 ticks (1.0mm), Center=1.0mm, Turn=-0.0°
2025-09-06 17:34:28,309 - INFO - 🔄 Movement: L=43 ticks (1.4mm), R=40 ticks (1.3mm), Center=1.3mm, Turn=-0.0°
2025-09-06 17:34:28,320 - INFO - 🔄 Movement: L=41 ticks (1.3mm), R=39 ticks (1.2mm), Center=1.3mm, Turn=-0.0°
2025-09-06 17:34:28,325 - INFO - 🔄 Movement: L=30 ticks (0.9mm), R=29 ticks (0.9mm), Center=0.9mm, Turn=-0.0°
2025-09-06 17:34:28,340 - INFO - 🔄 Movement: L=48 ticks (1.5mm), R=44 ticks (1.4mm), Center=1.5mm, Turn=-0.0°
2025-09-06 17:34:28,352 - INFO - 🔄 Movement: L=28 ticks (0.9mm), R=26 ticks (0.8mm), Center=0.9mm, Turn=-0.0°
2025-09-06 17:34:28,364 - INFO - 🔄 Movement: L=49 ticks (1.5mm), R=46 ticks (1.5mm), Center=1.5mm, Turn=-0.0°
2025-09-06 17:34:28,370 - INFO - 🔄 Movement: L=22 ticks (0.7mm), R=22 ticks (0.7mm), Center=0.7mm, Turn=0.0°
2025-09-06 17:34:28,389 - INFO - 🔄 Movement: L=52 ticks (1.6mm), R=49 ticks (1.5mm), Center=1.6mm, Turn=-0.0°
2025-09-06 17:34:28,389 - INFO - 🔄 Movement: L=23 ticks (0.7mm), R=21 ticks (0.7mm), Center=0.7mm, Turn=-0.0°
2025-09-06 17:34:28,401 - INFO - 🔄 Movement: L=39 ticks (1.2mm), R=48 ticks (1.5mm), Center=1.4mm, Turn=0.1°
2025-09-06 17:34:28,406 - INFO - 🔄 Movement: L=8 ticks (0.3mm), R=16 ticks (0.5mm), Center=0.4mm, Turn=0.1°
2025-09-06 17:34:28,422 - INFO - 🔄 Movement: L=7 ticks (0.2mm), R=43 ticks (1.4mm), Center=0.8mm, Turn=0.4°
2025-09-06 17:34:28,433 - INFO - 🔄 Movement: L=-1 ticks (-0.0mm), R=15 ticks (0.5mm), Center=0.2mm, Turn=0.2°
2025-09-06 17:34:28,444 - INFO - 🔄 Movement: L=-8 ticks (-0.3mm), R=39 ticks (1.2mm), Center=0.5mm, Turn=0.6°
2025-09-06 17:34:28,449 - INFO - 🔄 Movement: L=-4 ticks (-0.1mm), R=13 ticks (0.4mm), Center=0.1mm, Turn=0.2°
2025-09-06 17:34:28,465 - INFO - 🔄 Movement: L=-21 ticks (-0.7mm), R=42 ticks (1.3mm), Center=0.3mm, Turn=0.8°
2025-09-06 17:34:28,466 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-21, R=42 (diff=-63)
2025-09-06 17:34:28,487 - INFO - 🔄 Movement: L=-27 ticks (-0.8mm), R=41 ticks (1.3mm), Center=0.2mm, Turn=0.8°
2025-09-06 17:34:28,487 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-27, R=41 (diff=-68)
2025-09-06 17:34:28,508 - INFO - 🔄 Movement: L=-35 ticks (-1.1mm), R=44 ticks (1.4mm), Center=0.1mm, Turn=1.0°
2025-09-06 17:34:28,508 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-35, R=44 (diff=-79)
2025-09-06 17:34:28,529 - INFO - 🔄 Movement: L=-45 ticks (-1.4mm), R=49 ticks (1.5mm), Center=0.1mm, Turn=1.1°
2025-09-06 17:34:28,529 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-45, R=49 (diff=-94)
2025-09-06 17:34:28,550 - INFO - 🔄 Movement: L=-47 ticks (-1.5mm), R=48 ticks (1.5mm), Center=0.0mm, Turn=1.1°
2025-09-06 17:34:28,551 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-47, R=48 (diff=-95)
2025-09-06 17:34:28,572 - INFO - 🔄 Movement: L=-53 ticks (-1.7mm), R=52 ticks (1.6mm), Center=-0.0mm, Turn=1.3°
2025-09-06 17:34:28,572 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-53, R=52 (diff=-105)
2025-09-06 17:34:28,588 - INFO - 🔄 Movement: L=-53 ticks (-1.7mm), R=51 ticks (1.6mm), Center=-0.0mm, Turn=1.3°
2025-09-06 17:34:28,588 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-53, R=51 (diff=-104)
2025-09-06 17:34:28,609 - INFO - 🔄 Movement: L=-50 ticks (-1.6mm), R=47 ticks (1.5mm), Center=-0.0mm, Turn=1.2°
2025-09-06 17:34:28,609 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-50, R=47 (diff=-97)
2025-09-06 17:34:28,631 - INFO - 🔄 Movement: L=-47 ticks (-1.5mm), R=44 ticks (1.4mm), Center=-0.0mm, Turn=1.1°
2025-09-06 17:34:28,631 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-47, R=44 (diff=-91)
2025-09-06 17:34:28,636 - INFO - 🔄 Movement: L=-12 ticks (-0.4mm), R=12 ticks (0.4mm), Center=0.0mm, Turn=0.3°
2025-09-06 17:34:28,652 - INFO - 🔄 Movement: L=-48 ticks (-1.5mm), R=45 ticks (1.4mm), Center=-0.0mm, Turn=1.1°
2025-09-06 17:34:28,652 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-48, R=45 (diff=-93)
2025-09-06 17:34:28,657 - INFO - 🔄 Movement: L=-18 ticks (-0.6mm), R=17 ticks (0.5mm), Center=-0.0mm, Turn=0.4°
2025-09-06 17:34:28,668 - INFO - 🔄 Movement: L=-38 ticks (-1.2mm), R=37 ticks (1.2mm), Center=-0.0mm, Turn=0.9°
2025-09-06 17:34:28,668 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-38, R=37 (diff=-75)
2025-09-06 17:34:28,678 - INFO - 🔄 Movement: L=-21 ticks (-0.7mm), R=18 ticks (0.6mm), Center=-0.0mm, Turn=0.5°
2025-09-06 17:34:28,689 - INFO - 🔄 Movement: L=-40 ticks (-1.3mm), R=40 ticks (1.3mm), Center=0.0mm, Turn=1.0°
2025-09-06 17:34:28,689 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-40, R=40 (diff=-80)
2025-09-06 17:34:28,695 - INFO - 🔄 Movement: L=-19 ticks (-0.6mm), R=17 ticks (0.5mm), Center=-0.0mm, Turn=0.4°
2025-09-06 17:34:28,711 - INFO - 🔄 Movement: L=-39 ticks (-1.2mm), R=38 ticks (1.2mm), Center=-0.0mm, Turn=0.9°
2025-09-06 17:34:28,711 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-39, R=38 (diff=-77)
2025-09-06 17:34:28,722 - INFO - 🔄 Movement: L=-23 ticks (-0.7mm), R=22 ticks (0.7mm), Center=-0.0mm, Turn=0.5°
2025-09-06 17:34:28,733 - INFO - 🔄 Movement: L=-38 ticks (-1.2mm), R=36 ticks (1.1mm), Center=-0.0mm, Turn=0.9°
2025-09-06 17:34:28,733 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-38, R=36 (diff=-74)
2025-09-06 17:34:28,738 - INFO - 🔄 Movement: L=-22 ticks (-0.7mm), R=22 ticks (0.7mm), Center=0.0mm, Turn=0.5°
2025-09-06 17:34:28,749 - INFO - 🔄 Movement: L=-36 ticks (-1.1mm), R=35 ticks (1.1mm), Center=-0.0mm, Turn=0.9°
2025-09-06 17:34:28,749 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-36, R=35 (diff=-71)
2025-09-06 17:34:28,759 - INFO - 🔄 Movement: L=-25 ticks (-0.8mm), R=23 ticks (0.7mm), Center=-0.0mm, Turn=0.6°
2025-09-06 17:34:28,770 - INFO - 🔄 Movement: L=-37 ticks (-1.2mm), R=36 ticks (1.1mm), Center=-0.0mm, Turn=0.9°
2025-09-06 17:34:28,770 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-37, R=36 (diff=-73)
2025-09-06 17:34:28,782 - INFO - 🔄 Movement: L=-25 ticks (-0.8mm), R=23 ticks (0.7mm), Center=-0.0mm, Turn=0.6°
2025-09-06 17:34:28,792 - INFO - 🔄 Movement: L=-33 ticks (-1.0mm), R=32 ticks (1.0mm), Center=-0.0mm, Turn=0.8°
2025-09-06 17:34:28,793 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-33, R=32 (diff=-65)
2025-09-06 17:34:28,803 - INFO - 🔄 Movement: L=-31 ticks (-1.0mm), R=30 ticks (0.9mm), Center=-0.0mm, Turn=0.7°
2025-09-06 17:34:28,803 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-31, R=30 (diff=-61)
2025-09-06 17:34:28,814 - INFO - 🔄 Movement: L=-31 ticks (-1.0mm), R=29 ticks (0.9mm), Center=-0.0mm, Turn=0.7°
2025-09-06 17:34:28,814 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-31, R=29 (diff=-60)
2025-09-06 17:34:28,819 - INFO - 🔄 Movement: L=-32 ticks (-1.0mm), R=31 ticks (1.0mm), Center=-0.0mm, Turn=0.8°
2025-09-06 17:34:28,819 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-32, R=31 (diff=-63)
2025-09-06 17:34:28,836 - INFO - 🔄 Movement: L=-27 ticks (-0.8mm), R=25 ticks (0.8mm), Center=-0.0mm, Turn=0.6°
2025-09-06 17:34:28,836 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-27, R=25 (diff=-52)
2025-09-06 17:34:28,845 - INFO - 🔄 Movement: L=-34 ticks (-1.1mm), R=32 ticks (1.0mm), Center=-0.0mm, Turn=0.8°
2025-09-06 17:34:28,845 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-34, R=32 (diff=-66)
2025-09-06 17:34:28,850 - INFO - 🔄 Movement: L=-28 ticks (-0.9mm), R=28 ticks (0.9mm), Center=0.0mm, Turn=0.7°
2025-09-06 17:34:28,850 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-28, R=28 (diff=-56)
2025-09-06 17:34:28,868 - INFO - 🔄 Movement: L=-50 ticks (-1.6mm), R=46 ticks (1.5mm), Center=-0.1mm, Turn=1.2°
2025-09-06 17:34:28,869 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-50, R=46 (diff=-96)
2025-09-06 17:34:28,874 - INFO - 🔄 Movement: L=-13 ticks (-0.4mm), R=13 ticks (0.4mm), Center=0.0mm, Turn=0.3°
2025-09-06 17:34:28,887 - INFO - 🔄 Movement: L=-51 ticks (-1.6mm), R=48 ticks (1.5mm), Center=-0.0mm, Turn=1.2°
2025-09-06 17:34:28,887 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-51, R=48 (diff=-99)
2025-09-06 17:34:28,909 - INFO - 🔄 Movement: L=-54 ticks (-1.7mm), R=51 ticks (1.6mm), Center=-0.0mm, Turn=1.3°
2025-09-06 17:34:28,909 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-54, R=51 (diff=-105)
2025-09-06 17:34:28,934 - INFO - 🔄 Movement: L=-60 ticks (-1.9mm), R=57 ticks (1.8mm), Center=-0.0mm, Turn=1.4°
2025-09-06 17:34:28,935 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-60, R=57 (diff=-117)
2025-09-06 17:34:28,951 - INFO - 🔄 Movement: L=-57 ticks (-1.8mm), R=55 ticks (1.7mm), Center=-0.0mm, Turn=1.3°
2025-09-06 17:34:28,952 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-57, R=55 (diff=-112)
2025-09-06 17:34:28,974 - INFO - 🔄 Movement: L=-53 ticks (-1.7mm), R=52 ticks (1.6mm), Center=-0.0mm, Turn=1.3°
2025-09-06 17:34:28,974 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-53, R=52 (diff=-105)
2025-09-06 17:34:28,997 - INFO - 🔄 Movement: L=-24 ticks (-0.8mm), R=49 ticks (1.5mm), Center=0.4mm, Turn=0.9°
2025-09-06 17:34:28,998 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-24, R=49 (diff=-73)
2025-09-06 17:34:28,998 - INFO - 🔄 Movement: L=0 ticks (0.0mm), R=11 ticks (0.3mm), Center=0.2mm, Turn=0.1°
2025-09-06 17:34:29,010 - INFO - 🔄 Movement: L=5 ticks (0.2mm), R=38 ticks (1.2mm), Center=0.7mm, Turn=0.4°
2025-09-06 17:34:29,016 - INFO - 🔄 Movement: L=4 ticks (0.1mm), R=13 ticks (0.4mm), Center=0.3mm, Turn=0.1°
2025-09-06 17:34:29,032 - INFO - 🔄 Movement: L=17 ticks (0.5mm), R=37 ticks (1.2mm), Center=0.9mm, Turn=0.2°
2025-09-06 17:34:29,038 - INFO - 🔄 Movement: L=8 ticks (0.3mm), R=14 ticks (0.4mm), Center=0.3mm, Turn=0.1°
2025-09-06 17:34:29,053 - INFO - 🔄 Movement: L=23 ticks (0.7mm), R=34 ticks (1.1mm), Center=0.9mm, Turn=0.1°
2025-09-06 17:34:29,059 - INFO - 🔄 Movement: L=12 ticks (0.4mm), R=15 ticks (0.5mm), Center=0.4mm, Turn=0.0°
2025-09-06 17:34:29,074 - INFO - 🔄 Movement: L=30 ticks (0.9mm), R=36 ticks (1.1mm), Center=1.0mm, Turn=0.1°
2025-09-06 17:34:29,080 - INFO - 🔄 Movement: L=15 ticks (0.5mm), R=17 ticks (0.5mm), Center=0.5mm, Turn=0.0°
2025-09-06 17:34:29,091 - INFO - 🔄 Movement: L=32 ticks (1.0mm), R=33 ticks (1.0mm), Center=1.0mm, Turn=0.0°
2025-09-06 17:34:29,101 - INFO - 🔄 Movement: L=20 ticks (0.6mm), R=21 ticks (0.7mm), Center=0.6mm, Turn=0.0°
2025-09-06 17:34:29,112 - INFO - 🔄 Movement: L=34 ticks (1.1mm), R=34 ticks (1.1mm), Center=1.1mm, Turn=0.0°
2025-09-06 17:34:29,122 - INFO - 🔄 Movement: L=22 ticks (0.7mm), R=22 ticks (0.7mm), Center=0.7mm, Turn=0.0°
2025-09-06 17:34:29,133 - INFO - 🔄 Movement: L=34 ticks (1.1mm), R=32 ticks (1.0mm), Center=1.0mm, Turn=-0.0°
2025-09-06 17:34:29,144 - INFO - 🔄 Movement: L=26 ticks (0.8mm), R=26 ticks (0.8mm), Center=0.8mm, Turn=0.0°
2025-09-06 17:34:29,154 - INFO - 🔄 Movement: L=35 ticks (1.1mm), R=33 ticks (1.0mm), Center=1.1mm, Turn=-0.0°
2025-09-06 17:34:29,160 - INFO - 🔄 Movement: L=26 ticks (0.8mm), R=24 ticks (0.8mm), Center=0.8mm, Turn=-0.0°
2025-09-06 17:34:29,175 - INFO - 🔄 Movement: L=38 ticks (1.2mm), R=36 ticks (1.1mm), Center=1.2mm, Turn=-0.0°
2025-09-06 17:34:29,187 - INFO - 🔄 Movement: L=29 ticks (0.9mm), R=26 ticks (0.8mm), Center=0.9mm, Turn=-0.0°
2025-09-06 17:34:29,192 - INFO - 🔄 Movement: L=34 ticks (1.1mm), R=32 ticks (1.0mm), Center=1.0mm, Turn=-0.0°
2025-09-06 17:34:29,203 - INFO - 🔄 Movement: L=31 ticks (1.0mm), R=31 ticks (1.0mm), Center=1.0mm, Turn=0.0°
2025-09-06 17:34:29,214 - INFO - 🔄 Movement: L=36 ticks (1.1mm), R=33 ticks (1.0mm), Center=1.1mm, Turn=-0.0°
2025-09-06 17:34:29,224 - INFO - 🔄 Movement: L=30 ticks (0.9mm), R=28 ticks (0.9mm), Center=0.9mm, Turn=-0.0°
2025-09-06 17:34:29,235 - INFO - 🔄 Movement: L=35 ticks (1.1mm), R=33 ticks (1.0mm), Center=1.1mm, Turn=-0.0°
2025-09-06 17:34:29,246 - INFO - 🔄 Movement: L=36 ticks (1.1mm), R=33 ticks (1.0mm), Center=1.1mm, Turn=-0.0°
2025-09-06 17:34:29,257 - INFO - 🔄 Movement: L=34 ticks (1.1mm), R=32 ticks (1.0mm), Center=1.0mm, Turn=-0.0°
2025-09-06 17:34:29,267 - INFO - 🔄 Movement: L=39 ticks (1.2mm), R=37 ticks (1.2mm), Center=1.2mm, Turn=-0.0°
2025-09-06 17:34:29,273 - INFO - 🔄 Movement: L=28 ticks (0.9mm), R=26 ticks (0.8mm), Center=0.9mm, Turn=-0.0°
2025-09-06 17:34:29,288 - INFO - 🔄 Movement: L=44 ticks (1.4mm), R=40 ticks (1.3mm), Center=1.3mm, Turn=-0.0°
2025-09-06 17:34:29,294 - INFO - 🔄 Movement: L=28 ticks (0.9mm), R=28 ticks (0.9mm), Center=0.9mm, Turn=0.0°
2025-09-06 17:34:29,310 - INFO - 🔄 Movement: L=43 ticks (1.4mm), R=41 ticks (1.3mm), Center=1.3mm, Turn=-0.0°
2025-09-06 17:34:29,316 - INFO - 🔄 Movement: L=25 ticks (0.8mm), R=22 ticks (0.7mm), Center=0.7mm, Turn=-0.0°
2025-09-06 17:34:29,331 - INFO - 🔄 Movement: L=53 ticks (1.7mm), R=51 ticks (1.6mm), Center=1.6mm, Turn=-0.0°
2025-09-06 17:34:29,337 - INFO - 🔄 Movement: L=19 ticks (0.6mm), R=18 ticks (0.6mm), Center=0.6mm, Turn=-0.0°
2025-09-06 17:34:29,352 - INFO - 🔄 Movement: L=55 ticks (1.7mm), R=52 ticks (1.6mm), Center=1.7mm, Turn=-0.0°
2025-09-06 17:34:29,353 - INFO - 🔄 Movement: L=14 ticks (0.4mm), R=13 ticks (0.4mm), Center=0.4mm, Turn=-0.0°
2025-09-06 17:34:29,374 - INFO - 🔄 Movement: L=60 ticks (1.9mm), R=56 ticks (1.8mm), Center=1.8mm, Turn=-0.0°
2025-09-06 17:34:29,379 - INFO - 🔄 Movement: L=13 ticks (0.4mm), R=12 ticks (0.4mm), Center=0.4mm, Turn=-0.0°
2025-09-06 17:34:29,395 - INFO - 🔄 Movement: L=61 ticks (1.9mm), R=58 ticks (1.8mm), Center=1.9mm, Turn=-0.0°
2025-09-06 17:34:29,412 - INFO - 🔄 Movement: L=64 ticks (2.0mm), R=60 ticks (1.9mm), Center=2.0mm, Turn=-0.0°
2025-09-06 17:34:29,433 - INFO - 🔄 Movement: L=66 ticks (2.1mm), R=62 ticks (2.0mm), Center=2.0mm, Turn=-0.0°
2025-09-06 17:34:29,455 - INFO - 🔄 Movement: L=68 ticks (2.1mm), R=64 ticks (2.0mm), Center=2.1mm, Turn=-0.0°
2025-09-06 17:34:29,481 - INFO - 🔄 Movement: L=71 ticks (2.2mm), R=66 ticks (2.1mm), Center=2.2mm, Turn=-0.1°
2025-09-06 17:34:29,482 - INFO - 🔄 Movement: L=19 ticks (0.6mm), R=19 ticks (0.6mm), Center=0.6mm, Turn=0.0°
2025-09-06 17:34:29,498 - INFO - 🔄 Movement: L=56 ticks (1.8mm), R=52 ticks (1.6mm), Center=1.7mm, Turn=-0.0°
2025-09-06 17:34:29,508 - INFO - 🔄 Movement: L=18 ticks (0.6mm), R=16 ticks (0.5mm), Center=0.5mm, Turn=-0.0°
2025-09-06 17:34:29,516 - INFO - 🔄 Movement: L=56 ticks (1.8mm), R=54 ticks (1.7mm), Center=1.7mm, Turn=-0.0°
2025-09-06 17:34:29,528 - INFO - 🔄 Movement: L=38 ticks (1.2mm), R=36 ticks (1.1mm), Center=1.2mm, Turn=-0.0°
2025-09-06 17:34:29,540 - INFO - 🔄 Movement: L=33 ticks (1.0mm), R=32 ticks (1.0mm), Center=1.0mm, Turn=-0.0°
2025-09-06 17:34:29,554 - INFO - 🔄 Movement: L=43 ticks (1.4mm), R=40 ticks (1.3mm), Center=1.3mm, Turn=-0.0°
2025-09-06 17:34:29,559 - INFO - 🔄 Movement: L=32 ticks (1.0mm), R=29 ticks (0.9mm), Center=1.0mm, Turn=-0.0°
2025-09-06 17:34:29,570 - INFO - 🔄 Movement: L=44 ticks (1.4mm), R=42 ticks (1.3mm), Center=1.4mm, Turn=-0.0°
2025-09-06 17:34:29,575 - INFO - 🔄 Movement: L=27 ticks (0.8mm), R=26 ticks (0.8mm), Center=0.8mm, Turn=-0.0°
2025-09-06 17:34:29,591 - INFO - 🔄 Movement: L=55 ticks (1.7mm), R=52 ticks (1.6mm), Center=1.7mm, Turn=-0.0°
2025-09-06 17:34:29,597 - INFO - 🔄 Movement: L=17 ticks (0.5mm), R=18 ticks (0.6mm), Center=0.6mm, Turn=0.0°
2025-09-06 17:34:29,612 - INFO - 🔄 Movement: L=27 ticks (0.8mm), R=48 ticks (1.5mm), Center=1.2mm, Turn=0.3°
2025-09-06 17:34:29,618 - INFO - 🔄 Movement: L=3 ticks (0.1mm), R=12 ticks (0.4mm), Center=0.2mm, Turn=0.1°
2025-09-06 17:34:29,634 - INFO - 🔄 Movement: L=-1 ticks (-0.0mm), R=43 ticks (1.4mm), Center=0.7mm, Turn=0.5°
2025-09-06 17:34:29,639 - INFO - 🔄 Movement: L=-2 ticks (-0.1mm), R=13 ticks (0.4mm), Center=0.2mm, Turn=0.2°
2025-09-06 17:34:29,655 - INFO - 🔄 Movement: L=-14 ticks (-0.4mm), R=39 ticks (1.2mm), Center=0.4mm, Turn=0.6°
2025-09-06 17:34:29,655 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-14, R=39 (diff=-53)
2025-09-06 17:34:29,676 - INFO - 🔄 Movement: L=-24 ticks (-0.8mm), R=43 ticks (1.4mm), Center=0.3mm, Turn=0.8°
2025-09-06 17:34:29,676 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-24, R=43 (diff=-67)
2025-09-06 17:34:29,697 - INFO - 🔄 Movement: L=-32 ticks (-1.0mm), R=42 ticks (1.3mm), Center=0.2mm, Turn=0.9°
2025-09-06 17:34:29,697 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-32, R=42 (diff=-74)
2025-09-06 17:34:29,718 - INFO - 🔄 Movement: L=-44 ticks (-1.4mm), R=51 ticks (1.6mm), Center=0.1mm, Turn=1.1°
2025-09-06 17:34:29,719 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-44, R=51 (diff=-95)
2025-09-06 17:34:29,740 - INFO - 🔄 Movement: L=-46 ticks (-1.4mm), R=48 ticks (1.5mm), Center=0.0mm, Turn=1.1°
2025-09-06 17:34:29,740 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-46, R=48 (diff=-94)
2025-09-06 17:34:29,756 - INFO - 🔄 Movement: L=-48 ticks (-1.5mm), R=49 ticks (1.5mm), Center=0.0mm, Turn=1.2°
2025-09-06 17:34:29,757 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-48, R=49 (diff=-97)
2025-09-06 17:34:29,778 - INFO - 🔄 Movement: L=-48 ticks (-1.5mm), R=47 ticks (1.5mm), Center=-0.0mm, Turn=1.1°
